gene,time
YNL249C,<1
YNL246W,<1
YNL240C,<1
YNL238W,<1
YNL233W,<1
YNL232W,<1
snR19,<1
YNL220W,<1
YNL215W,<1
YNL207W,<1
YNL196C,<1
YNL190W,<1
YNL188W,<1
YNL161W,<1
YNL154C,<1
YNL151C,<1
YNL143C,<1
YNL132W,<1
YNL126W,<1
YNL123W,<1
YNL118C,<1
YNL116W,<1
YNL111C,<1
YNL110C,<1
YNL104C,<1
YNL102W,<1
YNL101W,<1
YNL100W,<1
YNL094W,<1
YNL088W,<1
YNL085W,<1
YNL083W,<1
YNL082W,<1
YNL081C,<1
YNL078W,<1
YNL077W,<1
YNL075W,<1
YNL067W,<1
YNL064C,<1
YNL058C,<1
YNL054W,<1
YNL053W,<1
YNL051W,<1
YNL050C,<1
YNL044W,<1
NME1,<1
snR66,<1
YNR003C,<1
YNR006W,<1
YNR010W,<1
YNR018W,<1
YNR019W,<1
YNR026C,<1
YNR028W,<1
YNR034W-A,<1
YNR039C,<1
YNR041C,<1
YNR052C,<1
YNR061C,<1
YNR075W,<1
YOL159C,<1
YOL146W,<1
YOL143C,<1
YOL139C,<1
YOL137W,<1
YOL135C,<1
YOL130W,<1
YOL129W,<1
YOL127W,<1
YOL126C,<1
YOL120C,<1
YOL119C,<1
YOL115W,<1
YOL112W,<1
YOL103W,<1
YOL100W,<1
YOL097C,<1
YOL093W,<1
YOL092W,<1
YOL088C,<1
YOL086C,<1
YOL071W,<1
YOL068C,<1
YOL066C,<1
YOL052C-A,<1
snR81,<1
YOL041C,<1
YOL038C-A,<1
YOL032W,<1
YOL030W,<1
YOL019W,<1
YOL012C,<1
YOL006C,<1
YOL002C,<1
YOR001W,<1
YOR006C,<1
YOR008C-A,<1
YOR014W,<1
YOR021C,<1
YOR033C,<1
YOR038C,<1
snR62,<1
YOR044W,<1
YOR060C,<1
YOR063W,<1
YOR064C,<1
YOR066W,<1
YOR079C,<1
YOR081C,<1
YOR091W,<1
YOR092W,<1
YOR104W,<1
YOR108W,<1
YOR108C-A,<1
YOR114W,<1
YOR120W,<1
YOR121C,<1
YOR122C,<1
YOR123C,<1
YOR124C,<1
YOR138C,<1
YOR144C,<1
YOR153W,<1
YOR154W,<1
YOR163W,<1
YOR166C,<1
YOR170W,<1
YOR178C,<1
YOR179C,<1
YOR180C,<1
YOR184W,<1
snR36,<1
YOR192C-C,<1
YOR209C,<1
YOR210W,<1
YOR221C,<1
snR35,<1
YOR233W,<1
snR17a,<1
YOR246C,<1
YOR250C,<1
YOR252W,<1
YOR253W,<1
YOR274W,<1
YOR276W,<1
YOR281C,<1
YOR304W,<1
YOR306C,<1
YOR307C,<1
YOR309C,<1
YOR310C,<1
YOR316C,<1
YOR324C,<1
YOR329C,<1
YOR341W,<1
YOR342C,<1
YOR343C,<1
YOR344C,<1
YOR346W,<1
YOR350C,<1
YOR353C,<1
YOR355W,<1
YOR359W,<1
YOR364W,<1
YOR374W,<1
YOR375C,<1
YOR383C,<1
YOR396C-A,<1
YPL283W-A,<1
YPL283C,<1
YPL279C,<1
YPL268W,<1
YPL266W,<1
YPL264C,<1
YPL262W,<1
YPL260W,<1
YPL256C,<1
YPL253C,<1
YPL252C,<1
YPL250C,<1
YPL243W,<1
YPL240C,<1
YPL239W,<1
YPL233W,<1
YPL226W,<1
YPL219W,<1
YPL218W,<1
YPL217C,<1
YPL211W,<1
YPL210C,<1
YPL205C,<1
YPL198W,<1
YPL195W,<1
YPL190C,<1
YPL181W,<1
YPL180W,<1
YPL179W,<1
YPL176C,<1
YPL169C,<1
YPL162C,<1
YPL160W,<1
YPL154C,<1
YPL150W,<1
YPL147W,<1
YPL144W,<1
YPL139C,<1
YPL137C,<1
YPL130W,<1
YPL124W,<1
YPL123C,<1
YPL116W,<1
YPL109C,<1
YPL107W,<1
YPL093W,<1
YPL089C,<1
YPL087W,<1
YPL080C,<1
YPL072W,<1
YPL071C,<1
YPL068C,<1
YPL065W,<1
YPL061W,<1
YPL053C,<1
YPL048W,<1
YPL047W,<1
YPL043W,<1
YPL038W,<1
YPL026C,<1
YPL024W,<1
YPL020C,<1
YPL019C,<1
YPL016W,<1
YPR001W,<1
YPR004C,<1
YPR005C,<1
YPR010C,<1
YPR019W,<1
YPR022C,<1
YPR026W,<1
YPR031W,<1
YPR045C,<1
YPR051W,<1
YPR055W,<1
YPR060C,<1
YPR066W,<1
YPR067W,<1
YPR068C,<1
YPR073C,<1
YPR074W-A,<1
YPR077C,<1
YPR080W,<1
YPR086W,<1
YPR087W,<1
YPR100W,<1
YPR102C,<1
YPR110C,<1
YPR114W,<1
YPR124W,<1
YPR143W,<1
YPR150W,<1
YPR155C,<1
YPR160W,<1
YPR162C,<1
YPR163C,<1
YPR165W,<1
YPR166C,<1
YPR169W,<1
YPR171W,<1
YPR180W,<1
YPR183W,<1
YPR184W,<1
YPR187W,<1
YPR189W,<1
YPR195C,<1
YPR198W,<1
YPR199C,<1
YPR202W,<1
